ACC_NUM,JETZ_NEW,RED_LIST_JETZ.2017.,NOTES,GENE,NUM_BP,NEW_NAME_PHYLO,ORDER,OscSubOsc,FAMILY
KF685952.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685953.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685954.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685955.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685956.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685957.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685958.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685959.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685960.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685961.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685962.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685963.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685964.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685965.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685966.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685967.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685968.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685969.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685970.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685971.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685972.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685973.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685974.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685975.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685976.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685977.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685978.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685979.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685980.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685981.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685982.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685983.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685984.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685985.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685986.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685987.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685988.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685989.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685990.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685991.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685992.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685993.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685994.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685995.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685996.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685997.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685998.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF685999.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF686000.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF686001.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF686002.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF686003.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF686004.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF686005.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF686006.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF686007.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF686008.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF686009.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF686010.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF686011.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF686012.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF686013.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF686014.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF686015.1,Thamnophilus aethiops,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
EF030321.1,Thamnophilus amazonicus,LC,"",cytochrome b,1045,,PASSERIFORMES,Tyranni,Thamnophilidae
EU295807.1,Thamnophilus amazonicus,LC,"",cytochrome b,837,,PASSERIFORMES,Tyranni,Thamnophilidae
EU295808.1,Thamnophilus ambiguus,LC,"",cytochrome b,837,,PASSERIFORMES,Tyranni,Thamnophilidae
EU295809.1,Thamnophilus ambiguus,LC,"",cytochrome b,837,,PASSERIFORMES,Tyranni,Thamnophilidae
EU295810.1,Thamnophilus ambiguus,LC,"",cytochrome b,837,,PASSERIFORMES,Tyranni,Thamnophilidae
EU295811.1,Thamnophilus ambiguus,LC,"",cytochrome b,837,,PASSERIFORMES,Tyranni,Thamnophilidae
EU295812.1,Thamnophilus ambiguus,LC,"",cytochrome b,837,,PASSERIFORMES,Tyranni,Thamnophilidae
EU295813.1,Thamnophilus ambiguus,LC,"",cytochrome b,837,,PASSERIFORMES,Tyranni,Thamnophilidae
EU295814.1,Thamnophilus ambiguus,LC,"",cytochrome b,837,,PASSERIFORMES,Tyranni,Thamnophilidae
EU295815.1,Thamnophilus ambiguus,LC,"",cytochrome b,837,,PASSERIFORMES,Tyranni,Thamnophilidae
EU295816.1,Thamnophilus ambiguus,LC,"",cytochrome b,837,,PASSERIFORMES,Tyranni,Thamnophilidae
EU295817.1,Thamnophilus ambiguus,LC,"",cytochrome b,837,,PASSERIFORMES,Tyranni,Thamnophilidae
EU295818.1,Thamnophilus ambiguus,LC,"",cytochrome b,837,,PASSERIFORMES,Tyranni,Thamnophilidae
EU295819.1,Thamnophilus ambiguus,LC,"",cytochrome b,837,,PASSERIFORMES,Tyranni,Thamnophilidae
EU295820.1,Thamnophilus ambiguus,LC,"",cytochrome b,837,,PASSERIFORMES,Tyranni,Thamnophilidae
EU295821.1,Thamnophilus ambiguus,LC,"",cytochrome b,837,,PASSERIFORMES,Tyranni,Thamnophilidae
EU295822.1,Thamnophilus ambiguus,LC,"",cytochrome b,837,,PASSERIFORMES,Tyranni,Thamnophilidae
EU295823.1,Thamnophilus ambiguus,LC,"",cytochrome b,837,,PASSERIFORMES,Tyranni,Thamnophilidae
EU295824.1,Thamnophilus ambiguus,LC,"",cytochrome b,837,,PASSERIFORMES,Tyranni,Thamnophilidae
EU295825.1,Thamnophilus ambiguus,LC,"",cytochrome b,837,,PASSERIFORMES,Tyranni,Thamnophilidae
EU295826.1,Thamnophilus ambiguus,LC,"",cytochrome b,837,,PASSERIFORMES,Tyranni,Thamnophilidae
EU295827.1,Thamnophilus ambiguus,LC,"",cytochrome b,837,,PASSERIFORMES,Tyranni,Thamnophilidae
EU295828.1,Thamnophilus ambiguus,LC,"",cytochrome b,837,,PASSERIFORMES,Tyranni,Thamnophilidae
EU295838.1,Thamnophilus ambiguus,LC,"",cytochrome b,837,,PASSERIFORMES,Tyranni,Thamnophilidae
EF030322.1,Thamnophilus aroyae,LC,"",cytochrome b,1045,,PASSERIFORMES,Tyranni,Thamnophilidae
KF686016.1,Thamnophilus aroyae,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
KF686017.1,Thamnophilus aroyae,LC,"",cytochrome b,992,,PASSERIFORMES,Tyranni,Thamnophilidae
EF030323.1,Thamnophilus atrinucha,LC,"",cytochrome b,1045,,PASSERIFORMES,Tyranni,Thamnophilidae
GU215279.1,Thamnophilus atrinucha,LC,"",cytochrome b,999,,PASSERIFORMES,Tyranni,Thamnophilidae
GU215280.1,Thamnophilus atrinucha,LC,"",cytochrome b,997,,PASSERIFORMES,Tyranni,Thamnophilidae
AY676939.1,Sakesphorus bernardi,LC,Different Name,cytochrome b,999,,PASSERIFORMES,Tyranni,Thamnophilidae
EF030317.1,Sakesphorus bernardi,LC,Different Name,cytochrome b,1045,,PASSERIFORMES,Tyranni,Thamnophilidae
EF030324.1,Thamnophilus bridgesi,LC,"",cytochrome b,1045,,PASSERIFORMES,Tyranni,Thamnophilidae
GU215281.1,Thamnophilus bridgesi,LC,"",cytochrome b,1010,,PASSERIFORMES,Tyranni,Thamnophilidae
GU215282.1,Thamnophilus bridgesi,LC,"",cytochrome b,1008,,PASSERIFORMES,Tyranni,Thamnophilidae
GU215283.1,Thamnophilus bridgesi,LC,"",cytochrome b,944,,PASSERIFORMES,Tyranni,Thamnophilidae
AY078176.1,Thamnophilus caerulescens,LC,"",cytochrome b,999,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962736.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962737.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962738.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962739.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962740.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962741.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962742.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962743.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962744.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962745.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962746.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962747.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962748.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962749.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962750.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962751.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962752.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962753.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962754.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962755.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962756.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962757.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962758.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962759.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962760.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962761.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962762.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962763.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962764.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962765.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962766.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962767.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962768.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962769.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962770.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962771.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962772.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962773.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962774.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962775.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962776.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962777.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962778.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962779.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962780.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962781.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962782.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962783.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962784.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962785.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962786.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962787.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962788.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962789.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962790.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962791.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962792.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962793.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962794.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962795.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962796.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962797.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962798.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962799.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962800.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962801.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962802.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962803.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962804.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962805.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962806.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962807.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962808.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962809.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962810.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962811.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962812.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
EF030325.1,Thamnophilus caerulescens,LC,"",cytochrome b,1045,,PASSERIFORMES,Tyranni,Thamnophilidae
EU295805.1,Thamnophilus caerulescens,LC,"",cytochrome b,837,,PASSERIFORMES,Tyranni,Thamnophilidae
EU295806.1,Thamnophilus caerulescens,LC,"",cytochrome b,837,,PASSERIFORMES,Tyranni,Thamnophilidae
KJ810508.1,Thamnophilus caerulescens,LC,"",cytochrome b,1143,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962718.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962719.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962720.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962721.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962722.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962723.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962724.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962725.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962726.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962727.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962728.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962729.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962730.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962731.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962732.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962733.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962734.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962735.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962687.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962688.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962689.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962690.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962691.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962692.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962693.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962694.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962695.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962696.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962697.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962698.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962699.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962700.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962701.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962702.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962703.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962704.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962705.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962706.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962707.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962708.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962709.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962710.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962711.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962712.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962713.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962714.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962715.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962716.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY962717.1,Thamnophilus caerulescens,LC,"",cytochrome b,925,,PASSERIFORMES,Tyranni,Thamnophilidae
AY676941.1,Thamnophilus cryptoleucus,NT,"",cytochrome b,999,,PASSERIFORMES,Tyranni,Thamnophilidae
