SP,GD,NUM_MUT,DROPPED_PAIRS,SEQS
Limosa_limosa,0.02033348,62,14,5
Liocichla_omeiensis,0.007941096,20,2,4
Liocichla_phoenicea,0.017072623,205,28,9
Liocichla_steerii,0.003452546,30,58,10
Lioptilus_nigricapillus,0,0,0,2
Liosceles_thoracicus,,0,2,2
Lipaugus_fuscocinereus,0,0,4,3
Lipaugus_unirufus,0,0,0,2
Lipaugus_vociferans,0.003081664,2,0,2
Lochmias_nematura,0.037744283,114,0,3
Locustella_certhiola,0.006753046,42,0,4
Locustella_fasciolata,0.053084581,154,0,3
Locustella_fluviatilis,0.00322249,10,0,3
Locustella_lanceolata,0.003434047,38,0,5
Locustella_luscinioides,0.015923119,83,0,4
Locustella_ochotensis,0.021499798,1578,0,12
Locustella_pleskei,0.002021522,204,0,14
Locustella_pryeri,0.00669719,306,0,10
Lonchura_bicolor,0.022862857,62,0,3
Lonchura_caniceps,0.000349956,4,0,5
Lonchura_castaneothorax,0.005123854,5798,0,45
Lonchura_cucullata,0.001082251,1,0,2
Lonchura_flaviprymna,0.002430252,125,0,10
Lonchura_forbesi,0.000311072,16,0,10
Lonchura_grandis,0.006999125,1520,0,20
Lonchura_hunsteini,0,0,0,6
Lonchura_malabarica,,0,2,2
Lonchura_malacca,0.007575758,7,4,3
Lonchura_melaena,0.001325592,100,0,12
Lonchura_nevermanni,0.001905317,98,0,10
Lonchura_nigerrima,0.000349956,4,0,5
Lonchura_spectabilis,0.001092749,316,0,23
Lonchura_striata,0.018168572,53,0,3
Lonchura_stygia,0.000349956,4,0,5
Lophaetus_occipitalis,0.001946472,4,6,4
Lopholaimus_antarcticus,0.007474978,20,0,3
Lophonetta_specularioides,0,0,0,2
Lophophorus_lhuysii,0.001749781,6,0,3
Lophophorus_sclateri,0.006999125,8,0,2
Lophorina_superba,0.0177471,12599,0,40
Lophostrix_cristata,,0,2,2
Lophotriorchis_kienerii,0.004032258,8,8,4
Lophura_erythrophthalma,,0,2,2
Lophura_hatinhensis,0.000896057,1,0,2
Lophura_ignita,0.011373856,43,12,5
Lophura_nycthemera,0.013617723,133935,270,137
Loriculus_galgulus,0.035902614,108,2,4
Loriculus_pusillus,0.009922822,9,0,2
Loxia_curvirostra,0.007998317,616,0,13
Loxia_leucoptera,0.012771131,80,0,4
Loxigilla_barbadensis,0.002229654,20,0,5
Loxigilla_noctis,0.00690855,409,0,12
Loxigilla_portoricensis,0,0,0,3
Loxigilla_violacea,0.009628102,20,0,3
Loxioides_bailleui,,0,6,3
Loxops_caeruleirostris,0,0,16,5
Loxops_coccineus,0.001084991,6,42,8
Lugensa_brevirostris,0.000874891,1,0,2
Luscinia_brunnea,0.002654504,294,0,15
Luscinia_calliope,0.009683986,225155,0,209
Luscinia_cyane,0.014647711,306,0,7
Luscinia_luscinia,0.003076406,17,0,4
Luscinia_pectardens,0.00343369,55,0,6
Luscinia_pectoralis,0.026086117,4990,0,20
Luscinia_sibilans,0.002979146,3,0,2
Luscinia_svecica,0.003069418,11352,4556,151
Lymnocryptes_minimus,,0,2,2
Machaerirhynchus_flaviventer,0.051470588,28,0,2
Machaeropterus_pyrocephalus,0.007472292,17,0,4
Mackenziaena_severa,0.002002002,2,0,2
Macroagelaius_imthurni,0,0,0,2
Macrocephalon_maleo,0.002312139,2,0,2
Macronectes_giganteus,0.007808754,620,0,15
Macronectes_halli,0.00357565,121,0,10
Macronous_gularis,0.084350351,556,8,5
Macronous_ptilosus,0.000876424,1,0,2
Macronous_striaticeps,0.055646481,34,0,2
Macropygia_phasianella,0,0,4,3
Malacocincla_abbotti,0.029640228,69,0,3
Malacocincla_malaccensis,0.030835225,52275,2900,79
Malacocincla_sepiaria,0,0,0,2
Malacopteron_affine,0.000962464,1,0,2
Malacopteron_albogulare,0.049912434,57,0,2
Malacopteron_cinereum,0.056967572,65,4,3
Malacopteron_magnirostre,0.058201058,66,0,2
Malacopteron_magnum,0.011463845,13,0,2
Malacoptila_fulvogularis,0.012523668,334,0,8
Malacoptila_fusca,0.018229428,5485,0,26
Malacoptila_rufa,0.032910668,127323,0,95
Malacoptila_semicincta,0.002933417,837,0,25
Malacoptila_striata,0.028596567,931,0,9
Malacorhynchus_membranaceus,,0,2,2
Malia_grata,,0,2,2
Malurus_lamberti,,0,2,2
Manacus_manacus,0.001001001,1,4,3
Mandingoa_nitidula,0.048260382,43,0,2
Manorina_melanocephala,0.004534759,9,8,4
Manucodia_ater,0.022592152,19,0,2
Manucodia_chalybatus,0.020310633,17,0,2
Manucodia_keraudrenii,0.030915577,26,0,2
Margarops_fuscus,0.015024311,60,0,4
Margarornis_squamiger,0.005005005,5,0,2
Mayrornis_lessoni,0.01600388,99,0,4
Mayrornis_versicolor,0,0,0,2
Mecocerculus_leucophrys,0.007070707,7,0,2
Megaceryle_alcyon,,0,2,2
Megacrex_inepta,0.12601626,31,0,2
Megalaima_franklinii,0.050766284,53,0,2
Megalaima_haemacephala,0.019586083,4581,42,22
Megalaima_lineata,0.005741627,6,0,2
Megalaima_mystacophanos,0.01659292,15,0,2
Megalaima_rubricapillus,0.000931966,1,0,2
Megalaima_virens,0.003900672,12,0,3
Megalurus_palustris,0.054054054,54,0,2
Megalurus_timoriensis,0.049323017,51,0,2
Megapodius_affinis,0.007267442,5,0,2
Megapodius_eremita,0.000805887,2,0,3
Megapodius_freycinet,0.044191569,137,0,4
Megapodius_geelvinkianus,0.002710027,2,0,2
Megapodius_laperouse,0.004211188,32,0,5
Megapodius_layardi,0.002417466,6,0,3
Megapodius_reinwardt,0.007056382,293,0,11
Megascops_albogularis,0.003578015,4,8,4
Megascops_asio,0.012053817,651,220,21
Megascops_atricapilla,0.009054363,73,24,7
Megascops_choliba,0.010600064,131,50,10
Megascops_clarkii,0.001988072,2,0,2
Megascops_guatemalae,0.062669743,2179,72,13
Megascops_hoyi,0.016523156,190,40,9
Megascops_ingens,0.02203446,133,0,4
Megascops_kennicottii,0.020891955,375,26,9
Megascops_koepckeae,0.017837235,16,0,2
Megascops_marshalli,0.005045045,14,0,3
Megascops_petersoni,0.012723279,37,12,5
Megascops_roboratus,0.009615664,22,12,5
Megascops_sanctaecatarinae,0.009142053,26,0,3
Megascops_trichopsis,0.033303936,80,0,3
Megascops_watsonii,0.038081161,260,16,6
Megastictus_margaritatus,0.018072289,18,0,2
Meiglyptes_tristis,0.00261262,3,2,3
Meiglyptes_tukki,0.004310345,4,0,2
Melaenornis_edolioides,0.002404381,7,0,3
Melampitta_gigantea,0.001610306,2,2,3
Melampitta_lugubris,0.00776699,8,0,2
Melanerpes_aurifrons,0.025184159,1783,20,14
Melanerpes_cactorum,0.001905973,6,0,3
Melanerpes_candidus,0.000951475,6,0,4
Melanerpes_carolinus,0.008121129,381,0,10
Melanerpes_chrysogenys,0.01269358,40,0,3
Melanerpes_cruentatus,0.002880616,27,0,5
Melanerpes_erythrocephalus,0.000592895,9,0,6
Melanerpes_formicivorus,0.00791772,5381,0,48
Melanerpes_hoffmannii,0.003330162,21,0,4
Melanerpes_hypopolius,0,0,0,3
Melanerpes_lewis,0.000599795,3,0,4
Melanerpes_portoricensis,0.000644258,2,0,3
Melanerpes_pucherani,0.003167571,45,0,6
Melanerpes_pygmaeus,0.003363307,39,0,6
Melanerpes_rubricapillus,0.000634619,2,0,3
Melanerpes_striatus,0.079560318,1126,0,6
Melanerpes_superciliaris,0.001275013,4,0,3
Melanerpes_uropygialis,0.002305372,43,0,7
Melanitta_perspicillata,0.005464481,3,0,2
Melanochlora_sultanea,0.007193473,43,0,4
Melanocorypha_bimaculata,0.001332001,4,0,3
Melanocorypha_maxima,0.000999001,1,0,2
Melanocorypha_mongolica,0.003344482,2,0,2
Melanodera_melanodera,0.00506971,14,0,3
Melanopareia_maximiliani,,0,2,2
Melanospiza_richardsoni,0.052296301,111,0,3
Meliphaga_lewinii,0.003972195,4,0,2
Melipotes_fumigatus,0.036180905,36,0,2
Melocichla_mentalis,0.004816956,5,0,2
Melophus_lathami,0.003000376,20,0,4
Melospiza_georgiana,0.00351803,4,4,3
Melospiza_lincolnii,0.002638522,3,4,3
Melospiza_melodia,0.002507872,10040,1260,97
Melozone_kieneri,,0,2,2
Menura_novaehollandiae,0.006532135,58,0,5
Mergellus_albellus,,0,2,2
Mergus_merganser,0.016393443,9,0,2
Mergus_octosetaceus,0.004643963,9,0,4
Mergus_serrator,,0,2,2
Merops_apiaster,0.002805656,35438,0,171
Merops_orientalis,,0,2,2
Merops_viridis,0.056867892,65,0,2
Mesophoyx_intermedia,0.002797908,22,40,9
Mesopicos_griseocephalus,0.004926108,5,0,2
Metallura_eupogon,,0,2,2
Metallura_tyrianthina,0.025165712,130,0,6
Metallura_williami,0.005813953,2,0,2
Metopidius_indicus,0,0,4,3
Metriopelia_ceciliae,0.001337345,4,0,3
Metriopelia_melanoptera,0.001102536,1,0,2
Metriopelia_morenoi,0,0,0,2
Micrastur_gilvicollis,0.019247594,22,0,2
Micrathene_whitneyi,,0,2,2
Microbates_cinereiventris,0.035514019,228,0,4
Microcerculus_marginatus,0.04137334,179773,1234,101
Microeca_fascinans,0.001426534,1,0,2
Microligea_palustris,0.00877193,30,0,3
Micromacronus_sordidus,0.006526807,14,0,3
Microparra_capensis,,0,2,2
Micropsitta_finschii,,0,2,2
Microrhopias_quixensis,0.039513754,818,0,7
Miliaria_calandra,0.001803124,37,0,7
Milvago_chimachima,0.002,2,0,2
Milvago_chimango,0,0,0,2
Milvus_migrans,0.005786031,1266,480,32
Milvus_milvus,0.000552122,46,150,20
Mimus_parvulus,0.026375842,994,0,12
Mimus_polyglottos,,0,6,3
Minla_cyanouroptera,0.008025277,77,8,6
Minla_ignotincta,0.032093275,686,12,8
Minla_strigula,0.005670559,36,4,5
Mionectes_macconnelli,0.050743657,58,0,2
Mionectes_oleagineus,0.014335264,7915,0,34
Mionectes_rufiventris,0.001913876,2,0,2
Mirafra_africana,0.001953125,1,4,3
Mirafra_cantillans,0.006104898,18,0,3
Mirafra_javanica,0.006809239,102,0,6
Mirafra_sabota,0.002039213,6,0,3
Mitrephanes_olivaceus,0.062117235,71,0,2
Mitu_mitu,0,0,34,18
Mitu_salvini,0.004573171,3,0,2
Mitu_tomentosum,0.004573171,3,4,3
Mitu_tuberosum,0.003003003,6,8,5
Mniotilta_varia,0.006140351,7,0,2
Molothrus_aeneus,0.013513514,12,4,3
Molothrus_ater,0.004481439,8,12,5
Molothrus_bonariensis,0,0,8,5
Momotus_momota,0,0,4,3
Monarcha_axillaris,0.008729389,9,0,2
Monarcha_barbatus,0.016830684,76,0,4
Monarcha_browni,0.020858766,367,0,7
Monarcha_castaneiventris,0.009505335,147,0,6
Monarcha_chrysomela,0.010607735,96,0,5
Monarcha_cinerascens,0.013385063,138,0,5
Monarcha_guttula,0.021176851,131,0,4
Monarcha_infelix,0.007759457,8,0,2
Monarcha_manadensis,0.001939864,2,0,2
Monarcha_melanopsis,0.001586118,9,0,4
Monarcha_takatsukasae,0.000969932,1,0,2
Monarcha_trivirgatus,0.001939864,2,0,2
Monarcha_verticalis,0.007080504,73,0,5
Monarcha_viduus,0.00452635,14,0,3
Monticola_angolensis,0.001022495,1,0,2
Monticola_brevipes,0.00105057,6,0,4
Monticola_cinclorhynchus,0.006393803,18,0,3
Monticola_gularis,0.00512064,30,0,4
Monticola_rufiventris,0.008226636,22,0,3
Monticola_rufocinereus,0.074424765,317,0,4
Monticola_saxatilis,0.00501002,30,0,4
Monticola_sharpei,0.018193551,640,18,10
Monticola_solitarius,0.028304035,1402,0,11
Montifringilla_adamsi,0.003865827,153,0,10
Montifringilla_blanfordi,0.00481049,190,0,10
Montifringilla_davidiana,0.050520346,145,0,3
Montifringilla_nivalis,0.003672437,3445,444,77
Montifringilla_ruficollis,0.007990272,4659,0,37
Montifringilla_taczanowskii,0.005126583,3875,0,42
Morphnus_guianensis,0.007874016,8,4,3
Morus_bassanus,0.006636889,90,12,7
Morus_serrator,0.007434944,6,0,2
Motacilla_aguimp,0.007291667,7,4,3
Motacilla_alba,0.002131328,56,0,8
Motacilla_capensis,0.038194444,110,0,3
Motacilla_cinerea,0.006237844,302,18,12
Motacilla_citreola,0.005390625,40,24,8
Motacilla_clara,0.002083333,6,6,4
Motacilla_flava,0.028533589,1833,176,19
Motacilla_flaviventris,0.014583333,14,0,2
Motacilla_madaraspatensis,0.0375,36,0,2
Mulleripicus_funebris,0.070048309,58,4,3
Muscicapa_adusta,0.042084168,42,4,3
Muscicapa_aquatica,0.042296073,42,4,3
Muscicapa_caerulescens,0.017368069,52,6,4
Muscicapa_cassini,0.008465608,8,0,2
Muscicapa_dauurica,0.002985075,2,0,2
Muscicapa_ferruginea,0.014409222,15,0,2
Muscicapa_griseisticta,0.008359457,8,0,2
Muscicapa_infuscata,0.015414258,16,0,2
Muscicapa_muttui,0.018330782,31,2,3
Muscicapa_olivascens,0.041082164,41,0,2
Muscicapa_ruficauda,0.005440696,5,0,2
Muscicapa_sethsmithi,0.05698324,51,4,3
Muscicapa_sibirica,0.017072902,102,0,4
Muscicapa_striata,0.022734938,1909,170,23
Muscicapella_hodgsoni,0.006999125,8,0,2
Musophaga_violacea,0.026497681,83,0,3
Myadestes_genibarbis,0.01794898,58,0,3
Myadestes_occidentalis,0.003205128,3,0,2
Myadestes_ralloides,0.040320821,650,12,7
Myadestes_townsendi,0,0,0,3
Myadestes_unicolor,0.001886792,2,0,2
Mycerobas_affinis,0.00974026,9,0,2
Mycerobas_carnipes,0.004329004,4,0,2
Mycteria_americana,0.002584521,16,0,4
Mycteria_ibis,0.093561368,93,0,2
Mycteria_leucocephala,0,0,6,4
Myiagra_albiventris,0,0,0,2
Myiagra_alecto,0.016470594,139,0,5
Myiagra_atra,0.003802281,1,0,2
Myiagra_azureocapilla,0.020870009,55,0,3
Myiagra_caledonica,0.007177033,6,0,2
Myiagra_cyanoleuca,0.000646621,2,0,3
Myiagra_ferrocyanea,0.009893307,153,0,6
Myiagra_hebetior,0.007630133,118,0,6
Myiagra_inquieta,0.004849661,30,0,4
Myiagra_rubecula,0.009126759,85,0,5
Myiagra_ruficollis,0.004849661,30,0,4
Myiagra_vanikorensis,0,0,0,2
Myiarchus_antillarum,0,0,0,3
Myiarchus_cinerascens,0,0,0,2
Myiarchus_magnirostris,0.001230769,12,0,5
Myiarchus_nugator,0.001367521,28,0,7
Myiarchus_panamensis,0.001025641,1,0,2
Myiarchus_sagrae,0.002051282,6,0,3
Myiarchus_stolidus,0.001367521,4,0,3
Myiarchus_tuberculifer,0.03008547,88,0,3
Myiarchus_tyrannulus,0.001321937,58,0,10
Myiarchus_validus,0.003418803,20,0,4
Myiarchus_yucatanensis,0,0,0,2
Myioborus_albifacies,0.001634869,28,0,6
Myioborus_albifrons,0.002449694,28,0,5
Myioborus_brunniceps,0.002333042,16,0,4
Myioborus_cardonai,0.003791193,26,0,4
Myioborus_castaneocapilla,0.002501661,60,0,7
Myioborus_flavivertex,0.001040737,7,0,4
Myioborus_melanocephalus,0.004199475,48,0,5
Myioborus_miniatus,0.022122235,2301,0,14
Myioborus_ornatus,0.003577331,184,0,10
Myioborus_pictus,0.000874891,6,0,4
Myioborus_torquatus,0.001749781,6,0,3
Myiomela_albiventris,0.012880195,5827,0,30
Myiomela_major,0.002004448,309,0,18
Myiornis_ecaudatus,0.000956938,1,0,2
Myophonus_caeruleus,0.064740345,193,0,3
Myornis_senilis,0.031847134,10,0,2
Myrmeciza_berlepschi,0.001001001,1,0,2
Myrmeciza_castanea,0.009155646,9,0,2
Myrmeciza_exsul,0.006922874,142,0,7
Myrmeciza_fortis,0.034034034,34,0,2
Myrmeciza_hemimelaena,0.015034305,32324,0,67
Myrmeciza_immaculata,0.004806042,14,0,3
Myrmeciza_laemosticta,0,0,0,2
Myrmeciza_longipes,0.015348988,46,0,3
Myrmecocichla_aethiops,0.068263473,57,0,2
Myrmecocichla_albifrons,0,0,0,2
Myrmecocichla_arnoti,0.069472278,416,0,4
Myrmecocichla_cinnamomeiventris,0.034709102,338,0,5
Myrmecocichla_formicivora,0.003009027,3,0,2
Myrmecocichla_melaena,0.071142285,71,0,2
Myrmoborus_myotherinus,0.002002002,2,0,2
Myrmochanes_hemileucus,0.000652646,2,0,3
Myrmorchilus_strigilatus,0.013013013,13,0,2
Myrmornis_torquata,0.019713127,59,6,4
Myrmothera_campanisona,0.037348791,82,0,4
Myrmotherula_ambigua,0.002870813,3,0,2
Myrmotherula_assimilis,0.018181818,19,0,2
Myrmotherula_axillaris,0.024832936,659702,0,230
Myrmotherula_behni,0.021673667,65,0,3
Myrmotherula_brachyura,0.012121212,38,0,3
Myrmotherula_cherriei,0.050340136,148,0,3
Myrmotherula_grisea,0.005741627,6,0,2
Myrmotherula_gularis,0.001939139,3825,0,64
Myrmotherula_guttata,0.003827751,4,0,2
Myrmotherula_gutturalis,0,0,0,2
Myrmotherula_hauxwelli,0.020337954,295,36,11
Myrmotherula_ignota,0.000637959,2,0,3
Myrmotherula_iheringi,0.01244515,299,0,10
Myrmotherula_klagesi,0.001913876,2,0,2
Myrmotherula_longicauda,0.016267943,17,0,2
Myrmotherula_longipennis,0.026269973,367,36,11
Myrmotherula_menetriesii,0.029413145,90,0,3
Myrmotherula_minor,0.002870813,3,0,2
Myrmotherula_multostriata,0.005309297,16,0,3
Myrmotherula_pacifica,0.039276095,229,0,4
Myrmotherula_schisticolor,0.026636431,555,0,7
Myrmotherula_sclateri,0.020095694,21,0,2
Myrmotherula_surinamensis,0.025023224,72,0,3
Myrmotherula_unicolor,0.022030651,23,0,2
Myrmotherula_urosticta,0.001913876,2,0,2
Mystacornis_crossleyi,0.033773681,88,0,3
Myzomela_sanguinolenta,0,0,0,2
Myzornis_pyrrhoura,0.003021148,2,0,2
Napothera_brevicaudata,0.006737247,7,4,3
Napothera_crassa,0.000874891,1,4,3
Napothera_epilepidota,0.067772087,388,0,4
Nasica_longirostris,0.004724004,14,0,3
Necrosyrtes_monachus,0.001174785,12,0,5
Nectarinia_comorensis,0,0,0,3
Nectarinia_coquerellii,0,0,0,3
Nectarinia_dussumieri,0.0015625,3,0,4
Nectarinia_humbloti,0.018741212,85,0,6
Nectarinia_jugularis,0.031782808,7011,0,21
Nectarinia_oritis,0.011487137,1516,0,22
Nectarinia_sovimanga,0.006672085,42,0,7
Neochen_jubata,,0,2,2
Neochmia_modesta,0.000874891,1,0,2
Neochmia_temporalis,0.002164502,2,0,2
Neocossyphus_poensis,0.055549124,127,6,4
Neocossyphus_rufus,0.083834335,251,6,4
Neoctantes_niger,0,0,0,2
Neolalage_banksiana,0.000969932,1,0,2
Neomixis_flavoviridis,0,0,0,2
Neomorphus_geoffroyi,0.073558648,74,10,4
Neopelma_chrysocephalum,0,0,0,2
Neopelma_sulphureiventer,0.002352941,1,0,2
Neophron_percnopterus,0.045150186,270,0,4
Neopsittacus_pullicauda,0.011223345,10,0,2
Neospiza_concolor,0.005219985,14,0,3
Neothraupis_fasciata,0,0,0,2
Nesillas_typica,0.004085802,4,0,2
Nesocichla_eremita,0.001002004,1,0,2
Nesoclopeus_woodfordi,0,0,4,3
Nesoctites_micromegas,0.002339527,7,0,3
Nesoenas_mayeri,0,0,0,2
Nesopsar_nigerrimus,0.003537736,3,0,2
Nesospiza_acunhae,0.000245098,15,32,17
Nesospiza_questi,0,0,0,4
Nesospiza_wilkinsi,0,0,0,5
Nestor_notabilis,0.001533432,5,4,4
Netta_rufina,0.003968254,4,4,3
Newtonia_amphichroa,0.012631774,24641,138,73
Newtonia_archboldi,0.000968556,51,0,12
Newtonia_brunneicauda,0.011016894,23425,0,74
Niltava_davidi,0.004918302,29,0,4
Niltava_grandis,0.005055971,30,0,4
Niltava_macgrigoriae,0.007175845,42,0,4
Niltava_sundara,0.001182292,24,0,7
Ninox_connivens,,0,2,2
Ninox_novaeseelandiae,0.027666346,115,20,7
Ninox_rufa,,0,2,2
Ninox_scutulata,0.007907921,14682,0,64
Ninox_strenua,0.009125841,19,8,4
Nipponia_nippon,0.000536865,6,20,7
Nisaetus_alboniger,0.002134555,3,12,5
Nisaetus_bartelsi,0,0,0,3
Nisaetus_cirrhatus,0.007844094,748,104,28
Nisaetus_lanceolatus,0,0,4,3
Nisaetus_nanus,0.003030303,8,10,6
Nisaetus_nipalensis,0.007936205,230,112,18
Nisaetus_philippensis,0,0,4,3
Nomonyx_dominicus,0,0,0,2
Nothocrax_urumutum,,0,2,2
Notiomystis_cincta,0,0,4,3
Nucifraga_caryocatactes,0.020540541,19,0,2
Numenius_phaeopus,0.0259704,159,0,4
Numenius_tahitiensis,0.001811258,2135,0,50
Nyctanassa_violacea,0.010306304,32,0,3
Nyctibius_bracteatus,0.00304878,2,0,2
Nyctibius_grandis,0.002474411,7,0,3
Nyctibius_griseus,0.003499563,4,0,2
Nyctibius_maculosus,0.000831452,2,0,3
Nycticorax_nycticorax,0.012334064,124,66,10
Nyctiphrynus_mcleodii,0.002624672,3,0,2
Nyctiphrynus_rosenbergi,0,0,0,2
Oceanites_gracilis,0.022727273,3,0,2
Oceanites_maorianus,,0,2,2
Oceanites_oceanicus,0.018925405,624,0,9
Oceanodroma_castro,0.01966755,559,0,8
Oceanodroma_furcata,0.006391818,40,0,4
Oceanodroma_homochroa,,0,2,2
Oceanodroma_hornbyi,0,0,0,2
Oceanodroma_leucorhoa,0.019266767,422,14,8
Oceanodroma_melania,0.000819341,2,0,3
Oceanodroma_monorhis,0.002967528,18,8,5
Oceanodroma_monteiroi,0.000958773,1,0,2
Oceanodroma_tethys,0.002396932,15,0,4
Oceanodroma_tristrami,0.000639182,2,0,3
Ochetorhynchus_phoenicurus,0.00407332,4,0,2
Ochetorhynchus_ruficaudus,0.016293279,16,4,3
Ocyceros_gingalensis,0.119866815,108,0,2
Ocyphaps_lophotes,0.036573329,81,4,4
Oena_capensis,0.01372549,42,0,3
Oenanthe_bifasciata,0.00522466,5,0,2
Oenanthe_deserti,0.008547009,8,0,2
Oenanthe_hispanica,0.004016958,12,0,3
Oenanthe_isabellina,0.004069176,4,0,2
Oenanthe_leucopyga,0,0,0,2
Oenanthe_lugens,0.024072217,24,0,2
Oenanthe_monticola,0.003414589,34,0,5
Oenanthe_oenanthe,0.009540167,97,0,5
Oenanthe_picata,0.002496879,8,0,3
Oncostoma_cinereigulare,0,0,0,2
Onychorhynchus_coronatus,0.098564593,103,0,2
Opisthocomus_hoazin,0.035882041,733,14,8
Oporornis_agilis,0.001937984,2,0,2
Oporornis_formosus,0.001878668,6,0,3
Oporornis_philadelphia,0.002474924,14,0,4
Oporornis_tolmiei,0.002386418,12,0,4
Oreoica_gutturalis,0.0041083,32,0,5
Oreomystis_bairdi,0.002531646,6,24,6
Oreomystis_mana,0,0,32,7
Oreophasis_derbianus,0.002645466,3,2,3
Oreopsar_bolivianus,0,0,0,2
Oreopsittacus_arfaki,0.01716272,36,0,3
Oreoscopus_gutturalis,0.006018054,6,0,2
Oriolus_chinensis,0.001428571,4,10,6
Oriolus_flavocinctus,0,0,0,2
Oriolus_oriolus,0.002079002,2,0,2
Ortalis_motmot,0.040322581,20,0,2
Ortalis_vetula,,0,2,2
Orthonyx_novaeguineae,0.036250808,203,0,7
Orthonyx_spaldingii,0.016345769,44,0,5
Orthonyx_temminckii,0.001666667,1,8,4
Orthopsittaca_manilata,0.000513527,3,0,4
Orthotomus_atrogularis,0.077444337,80,0,2
Orthotomus_cuculatus,0.006763285,7,0,2
Orthotomus_sutorius,0.005603352,16,6,4
Oryzoborus_angolensis,0.007727301,44,0,4
Oryzoborus_funereus,0.00409357,14,6,4
Oryzoborus_maximiliani,0.020122485,23,0,2
Otidiphaps_nobilis,0.030551258,192,0,4
Otis_tarda,0.003397549,184,160,17
Otus_bakkamoena,0,0,0,3
Otus_elegans,0.009835309,1023,0,14
Otus_flammeolus,0.020795273,62,12,5
Otus_insularis,0,0,0,2
Otus_lempiji,0.025026132,228,0,5
Otus_lettia,0.014379085,44,6,4
Otus_leucotis,0.018451266,123,40,9
Otus_longicornis,0.01038167,148,24,8
Otus_megalotis,0.023694329,1266,44,13
Otus_mirus,0.002301496,2,0,2
Otus_pembaensis,0,0,0,2
Otus_rutilus,0.003254306,754,0,34
Otus_scops,0.002865524,271,112,18
Otus_semitorques,0.00309776,1016,0,27
Otus_spilocephalus,0.032222578,90,4,4
Otus_sunia,0.005248453,75,0,6
Oxylabes_madagascariensis,0.002325581,2,0,2
Oxyruncus_cristatus,0.002004008,2,4,3
Oxyura_australis,0.003868472,4,4,3
Oxyura_jamaicensis,0.001913876,2,0,2
Oxyura_leucocephala,0.010438413,10,0,2
Oxyura_maccoa,0.016877637,16,0,2
Oxyura_vittata,0.014575861,42,0,3
Pachycephala_melanura,0.011723535,134,0,5
Pachycephala_olivacea,0,0,0,3
Pachycephala_pectoralis,0.05127142,954,12,8
Pachycephala_schlegelii,0,0,0,2
Pachycephala_simplex,0.016,10,0,2
Pachycephala_soror,0,0,0,2
Pachyptila_belcheri,0.002467765,1158,0,33
Pachyptila_desolata,0.001893111,1060,0,36
Pachyptila_salvini,0.001158484,140,0,17
Pachyptila_turtur,0.001126126,15,0,6
Pachyptila_vittata,0.002589389,1617,0,38
Pachyramphus_polychopterus,0.021042084,21,0,2
Pagodroma_nivea,,0,2,2
Pagophila_eburnea,0.000346141,1,6,4
Pandion_haliaetus,0.012047642,159042,8388,209
Panurus_biarmicus,0.006825939,6,0,2
Papasula_abbotti,0.021462667,52,0,3
Paradisaea_minor,0.01783591,15,0,2
Paradisaea_raggiana,0.002373252,14,6,5
Paradisaea_rubra,0.002380952,2,0,2
Paradisaea_rudolphi,0.004761905,4,0,2
Paradoxornis_alphonsianus,0.002219576,345,0,19
Paradoxornis_atrosuperciliaris,0.008894721,61,0,4
Paradoxornis_brunneus,0.01618308,516,0,8
Paradoxornis_conspicillatus,0,0,0,2
Paradoxornis_davidianus,,0,2,2
Paradoxornis_fulvifrons,0.006433065,194,0,8
Paradoxornis_gularis,0.00947299,364,18,10
Paradoxornis_guttaticollis,0.022876224,538,12,8
Paradoxornis_heudei,0.001206637,4,0,3
Paradoxornis_nipalensis,0.050393701,864,12,7
Paradoxornis_paradoxus,0,0,0,2
Paradoxornis_ruficeps,0.006124234,42,0,4
Paradoxornis_unicolor,0.004141149,71,0,6
Paradoxornis_verreauxi,0.001855938,12,0,4
Paradoxornis_webbianus,0.009770686,101878,286,144
Paradoxornis_zappeyi,0,0,0,2
Pardalotus_punctatus,0.003835091,4,0,2
Pardalotus_striatus,0.027144236,178,0,4
Paroaria_baeri,0.000583771,2,0,3
Paroaria_capitata,0.000888153,44,0,10
Paroaria_coronata,0.000893508,118,0,16
Paroaria_dominicana,0.001166521,4,0,3
Paroaria_gularis,0.01480501,473,0,8
Paroreomyza_montana,0.000421941,1,24,6
Parotia_lawesii,0.006004947,17,0,3
Parula_americana,0,0,0,4
Parula_gutturalis,0.002807021,32,0,5
Parula_pitiayumi,0.026233326,404,0,6
Parula_superciliosa,0.001315789,9,0,4
Parus_ater,0.02619632,57839,36,85
Parus_atricapillus,0.001195952,1988,606,80
Parus_caeruleus,0.007331829,4297,742,48
Parus_carolinensis,0.00308541,10475,206,105
Parus_cinctus,,0,2,2
Parus_cristatus,0.010559662,10,4,3
Parus_cyanus,0.001309703,51,100,15
Parus_dichrous,0.017725537,173,0,5
Parus_elegans,0.037328094,38,0,2
Parus_fasciiventer,0.008032129,8,0,2
Parus_gambeli,0.035895478,109,6,4
Parus_major,0.016522486,13911,310,54
Parus_montanus,0.012174251,23593,2586,85
Parus_monticolus,0.003850056,43360,638,163
Parus_niger,0.000997009,1,0,2
Parus_palustris,0.015736912,89870,442,113
Parus_rubidiventris,0.015201748,1186,0,16
Parus_rufescens,0.001051791,1178,0,47
